302577	TENNIS PLAYER
46089	PAINTER
49053	RELIGIOUS FIGURE
81735	COMPANION
18945005	POLITICIAN
349446	POLITICIAN
11472	POLITICIAN
11479	POLITICIAN
90625	WRITER
192488	PAINTER
192486	PAINTER
192481	SINGER
113518	ECONOMIST
3601421	SOCCER PLAYER
9549	WRITER
915	MATHEMATICIAN
668670	SOCCER PLAYER
11291214	FASHION DESIGNER
4215082	BIOLOGIST
19280644	SOCIAL ACTIVIST
2698384	ACTOR
80463	WRITER
30875988	POLITICIAN
2159342	SOCCER PLAYER
1539420	RELIGIOUS FIGURE
600697	RELIGIOUS FIGURE
302170	POLITICIAN
193995	COMPANION
34289	POLITICIAN
156093	BASKETBALL PLAYER
731111	ACTOR
26141203	SOCCER PLAYER
144010	SINGER
11635366	ECONOMIST
157943	COMPOSER
23035	ACTOR
68849	RELIGIOUS FIGURE
18600829	RACING DRIVER
1462512	SOCCER PLAYER
555532	POLITICIAN
592447	ECONOMIST
25695	ACTOR
908517	MUSICIAN
601908	POLITICIAN
598087	ATHLETE
23960	RELIGIOUS FIGURE
900762	CYCLIST
253328	COMPOSER
25525	PHILOSOPHER
25523	PHYSICIST
74249	POLITICIAN
4177511	SOCCER PLAYER
1168295	POLITICIAN
424153	SOCCER PLAYER
39843	NOBLEMAN
57570	CRICKETER
297206	MATHEMATICIAN
37413	WRITER
551643	ACTOR
19179497	POLITICIAN
147976	POLITICIAN
8490390	ACTOR
564099	ACTOR
271121	EXPLORER
317532	CONDUCTOR
437003	GEOLOGIST
89110	POLITICIAN
522014	ACTOR
238156	BASKETBALL PLAYER
33918	POLITICIAN
208641	POLITICIAN
33915	POLITICIAN
33917	NOBLEMAN
12274140	SINGER
76496	ACTOR
439365	MILITARY PERSONNEL
439369	MILITARY PERSONNEL
336809	POLITICIAN
183124	ACTOR
3766229	SOCCER PLAYER
9510897	ATHLETE
87474	SKATER
7256649	ECONOMIST
15362	CHEMIST
328931	COMPANION
39070	POLITICIAN
39071	EXPLORER
39075	POLITICIAN
493166	WRITER
1492845	WRITER
48429347	MUSICIAN
4585368	SOCCER PLAYER
241721	SINGER
13211909	SOCCER PLAYER
500353	CHEMIST
69246	RELIGIOUS FIGURE
4041	HISTORIAN
100097	MUSICIAN
28018	RELIGIOUS FIGURE
1273199	SOCCER PLAYER
19989	POLITICIAN
7625929	POLITICIAN
2401131	SOCCER PLAYER
162320	POLITICIAN
12450517	TENNIS PLAYER
8096489	PRESENTER
254363	POLITICIAN
254366	POLITICIAN
20127	ARTIST
48651	POLITICIAN
1976138	PSYCHOLOGIST
319743	WRITER
5286925	SOCCER PLAYER
168006	BUSINESSPERSON
390771	ECONOMIST
484093	MATHEMATICIAN
54247	POLITICIAN
6153384	SOCCER PLAYER
621503	SINGER
18598148	WRITER
413184	POLITICIAN
22196	ACTOR
18589061	ACTOR
178186	POLITICIAN
363163	SINGER
1686	POLITICIAN
915621	SWIMMER
1108440	CYCLIST
95274	PSYCHOLOGIST
1303679	SOCCER PLAYER
305910	WRITER
164053	POLITICIAN
216970	POLITICIAN
464041	NOBLEMAN
354975	POLITICIAN
1397886	COMPOSER
425351	SOCCER PLAYER
207314	POLITICIAN
410610	MILITARY PERSONNEL
282522	PHILOSOPHER
886579	ACTOR
420409	WRITER
420720	POLITICIAN
29028054	RELIGIOUS FIGURE
303988	POLITICIAN
155375	POLITICIAN
1729534	SOCIAL ACTIVIST
23738095	POLITICIAN
357285	POLITICIAN
56355	WRITER
8161655	RELIGIOUS FIGURE
56359	PHYSICIST
52201	WRITER
16426	PHYSICIAN
5340649	MUSICIAN
16422	MUSICIAN
2796527	SINGER
1227143	CHEMIST
60090	RACING DRIVER
81672	DIPLOMAT
3774806	POLITICIAN
49240	POLITICIAN
49241	COMPOSER
166969	PHILOSOPHER
346075	SOCCER PLAYER
22954	PHILOSOPHER
199714	ACTOR
728892	MATHEMATICIAN
856906	MUSICIAN
39946	POLITICIAN
7740347	SOCCER PLAYER
413671	POLITICIAN
295598	POLITICIAN
447301	ACTOR
142698	ACTOR
91161	MATHEMATICIAN
144936	ACTOR
53613	ARCHITECT
137109	SOCIAL ACTIVIST
347301	BUSINESSPERSON
142528	BUSINESSPERSON
6351769	EXPLORER
643710	ACTOR
1084663	ACTOR
731090	SOCCER PLAYER
3800694	SOCCER PLAYER
343554	ACTOR
590346	COMPOSER
31069	MILITARY PERSONNEL
267911	POLITICIAN
228615	RACING DRIVER
273235	POLITICIAN
24445	RELIGIOUS FIGURE
10141146	SOCCER PLAYER
617550	PHYSICIAN
9304692	ACTOR
10104201	SINGER
4699275	COMEDIAN
24455	RELIGIOUS FIGURE
2642141	POLITICIAN
32742	WRITER
165553	POLITICIAN
186955	POLITICIAN
84099	POLITICIAN
1646705	POLITICIAN
739547	COACH
876916	ACTOR
314055	POLITICIAN
42897	POLITICIAN
39657	BIOLOGIST
39658	WRITER
473006	POLITICIAN
172838	MUSICIAN
615844	SOCCER PLAYER
615841	SOCCER PLAYER
615848	SOCCER PLAYER
4980244	PHYSICIAN
84541	POLITICIAN
84546	POLITICIAN
595	TENNIS PLAYER
1111788	SOCCER PLAYER
44993	RELIGIOUS FIGURE
178967	SOCCER PLAYER
47944	RELIGIOUS FIGURE
175827	POLITICIAN
272884	COMPOSER
77880	SOCCER PLAYER
867074	MILITARY PERSONNEL
18100	PHYSICIAN
1044010	PHYSICIAN
322359	SOCIAL ACTIVIST
229201	WRITER
30072	PHILOSOPHER
38262	CHEMIST
2919782	BUSINESSPERSON
47367	POLITICIAN
1123637	COMIC ARTIST
2372903	SOCCER PLAYER
9536	WRITER
651860	POLITICIAN
489002	PHILOSOPHER
489007	RELIGIOUS FIGURE
276433	ACTOR
5679535	SOCCER PLAYER
80658	FILM DIRECTOR
16623	PHILOSOPHER
10010604	LINGUIST
12754	FILM DIRECTOR
12750	COMPOSER
701981	CHEMIST
16991	MUSICIAN
9110	MATHEMATICIAN
16297311	POLITICIAN
12281	MATHEMATICIAN
3064199	SOCCER PLAYER
49731	MATHEMATICIAN
767317	SOCIOLOGIST
4422831	SOCCER PLAYER
324377	WRITER
26276416	SOCCER PLAYER
71421	POLITICIAN
13487	POLITICIAN
13486	PHYSICIAN
163628	POLITICIAN
1218922	COACH
96904	WRITER
379216	BOXER
4163066	SOCCER PLAYER
13151	POLITICIAN
179179	PORNOGRAPHIC ACTOR
10705159	CYCLIST
256004	ACTOR
1002392	WRITER
155910	WRITER
155915	ACTOR
1031793	SOCCER PLAYER
433968	WRITER
26255260	POLITICIAN
637896	DANCER
20032	MUSICIAN
319571	MILITARY PERSONNEL
2264605	COACH
50758	SINGER
174415	PHILOSOPHER
3736480	TENNIS PLAYER
350387	ACTOR
221583	MILITARY PERSONNEL
151116	POLITICIAN
151112	POLITICIAN
355236	COMPOSER
214478	SOCCER PLAYER
26354	ECONOMIST
428563	DANCER
165718	ECONOMIST
51083	WRITER
1061478	HISTORIAN
209274	PAINTER
209271	PHYSICIST
1329090	POLITICIAN
994409	ACTOR
754866	TENNIS PLAYER
649994	COACH
60115	PHOTOGRAPHER
60116	INVENTOR
82512	SCULPTOR
24845	RELIGIOUS FIGURE
1702544	ACTOR
275811	POLITICIAN
29503123	SOCCER PLAYER
148683	POLITICIAN
1038986	POLITICIAN
509451	CHEMIST
9657	WRITER
9658	ARCHITECT
537725	POLITICIAN
43149	WRITER
295384	POLITICIAN
36858805	ASTRONOMER
1447234	SOCCER PLAYER
22196066	ECONOMIST
142229	MUSICIAN
265935	POLITICIAN
342525	PHYSICIST
220966	PAINTER
157470	SOCCER PLAYER
607489	POLITICIAN
339091	POLITICIAN
30278	ACTOR
446029	POLITICIAN
170766	SOCIAL ACTIVIST
756418	POLITICIAN
756415	SOCCER PLAYER
338056	WRITER
1568634	ARCHITECT
614505	WRITER
15601232	COACH
1084490	SOCCER PLAYER
25929	MATHEMATICIAN
3663142	SOCCER PLAYER
77860	MUSICIAN
72430	PAINTER
39449	WRITER
76958	POLITICIAN
405704	MUSICIAN
76953	POLITICIAN
397110	PHYSICIAN
73525	POLITICIAN
73527	POLITICIAN
73529	POLITICIAN
396640	ASTRONOMER
6125	MATHEMATICIAN
124011	MUSICIAN
744553	POLITICIAN
845588	SCULPTOR
77606	POLITICIAN
4143312	WRITER
200401	WRITER
11328556	POLITICIAN
339877	POLITICIAN
626897	ACTOR
281337	CHESS PLAYER
19339264	POLITICIAN
411161	WRITER
10145459	POLITICIAN
172313	SOCCER PLAYER
787910	POLITICIAN
379358	POLITICIAN
39753	CONDUCTOR
16121057	ACTOR
914271	POLITICIAN
7080	PHYSICIST
789544	SOCCER PLAYER
524904	ACTOR
18932702	COMIC ARTIST
8176	MUSICIAN
296384	POLITICIAN
6942	COMPANION
393629	POLITICIAN
393622	POLITICIAN
393625	POLITICIAN
229432	POLITICIAN
4124315	SKATER
40406	POLITICIAN
40400	POLITICIAN
354525	SINGER
4319518	SOCCER PLAYER
244932	ACTOR
47754	COMPANION
1720995	SOCCER PLAYER
2095829	JUDGE
174926	POLITICIAN
8487337	SOCCER PLAYER
310384	ACTOR
89170	POLITICIAN
43271	POLITICIAN
354295	ACTOR
392979	PAINTER
406119	PHOTOGRAPHER
52269	POLITICIAN
52263	MUSICIAN
52260	FILM DIRECTOR
300495	MILITARY PERSONNEL
87585	WRITER
30789871	ACTOR
18951616	ACTOR
1529185	GYMNAST
1882517	ACTOR
148301	NOBLEMAN
61150	POLITICIAN
20975702	ACTOR
80756	POLITICIAN
42583	POLITICIAN
42580	POLITICIAN
46000	POLITICIAN
42586	POLITICIAN
200892	ENGINEER
42584	POLITICIAN
638109	POLITICIAN
767277	BIOLOGIST
1387360	SOCCER PLAYER
42635	EXTREMIST
42636	POLITICIAN
2715728	SOCCER PLAYER
2510	POLITICIAN
162742	WRITER
90007	ARCHITECT
9637353	TENNIS PLAYER
9321	LINGUIST
54953	POLITICIAN
8945	WRITER
7999675	SOCCER PLAYER
49945	ECONOMIST
152041	CELEBRITY
506739	ACTOR
2970773	SOCCER PLAYER
157674	MILITARY PERSONNEL
2869013	SKIER
4877697	SOCCER PLAYER
502294	CELEBRITY
23809308	POLITICIAN
637440	POLITICIAN
28699	WRITER
756383	SOCCER PLAYER
30871737	SOCCER PLAYER
756388	SOCCER PLAYER
67749	FILM DIRECTOR
151094	POLITICIAN
4993996	SINGER
1108287	SOCCER PLAYER
9906294	COMPOSER
145325	ACTOR
145320	ACTOR
628364	JUDGE
51298	COMPOSER
748250	SOCCER PLAYER
223339	PHILOSOPHER
142809	SINGER
295998	COMPANION
295995	ACTOR
60839	POLITICIAN
60832	POLITICIAN
105389	MUSICIAN
204728	MILITARY PERSONNEL
1525677	SOCCER PLAYER
1922511	PAINTER
18993992	MILITARY PERSONNEL
3626302	PHYSICIST
104650	POLITICIAN
579541	BUSINESSPERSON
104658	POLITICIAN
3029268	ACTOR
293107	ARTIST
58848	SINGER
685922	ACTOR
1024181	SOCCER PLAYER
675561	RACING DRIVER
754962	POLITICIAN
360815	POLITICIAN
251548	POLITICIAN
2440104	SOCCER PLAYER
517348	MUSICIAN
772173	TENNIS PLAYER
18443	FILM DIRECTOR
171313	EXPLORER
17507160	WRITER
8083963	SOCCER PLAYER
18958666	ACTOR
333562	MUSICIAN
223497	MUSICIAN
4106511	WRITER
1851509	SOCCER PLAYER
2262230	SINGER
39345	WRITER
1891219	CHEMIST
4087894	POLITICIAN
2295483	COACH
1409031	SOCCER PLAYER
287410	PHYSICIST
12139056	REFEREE
24338904	REFEREE
12334438	WRITER
6433758	SINGER
26403197	SINGER
2150262	ACTOR
559085	POLITICIAN
323983	ACTOR
240018	WRITER
616629	SOCCER PLAYER
616624	SOCCER PLAYER
616622	SOCCER PLAYER
42031	PSYCHOLOGIST
2375585	POLITICIAN
391932	TENNIS PLAYER
12627202	SWIMMER
182540	POLITICIAN
44957746	SINGER
1031382	ACTOR
358411	ASTRONOMER
219217	FILM DIRECTOR
184860	MUSICIAN
125267	NOBLEMAN
44136	FILM DIRECTOR
243546	RELIGIOUS FIGURE
4651980	RELIGIOUS FIGURE
3263688	ACTOR
399557	POLITICIAN
84250	MUSICIAN
1600	POLITICIAN
315742	PHYSICIST
312284	MUSICIAN
1223457	ACTOR
321019	POLITICIAN
317679	MILITARY PERSONNEL
735035	PAINTER
207068	POLITICIAN
5382130	SOCCER PLAYER
360922	CHESS PLAYER
398602	ACTOR
243898	POLITICIAN
319102	POLITICIAN
217512	POLITICIAN
217513	POLITICIAN
306428	MILITARY PERSONNEL
651519	ACTOR
365192	PRODUCER
365193	FILM DIRECTOR
352017	WRITER
19723957	POLITICIAN
266108	MUSICIAN
12310814	SINGER
262482	SINGER
585138	POLITICIAN
838745	FILM DIRECTOR
15230658	TENNIS PLAYER
16134	POLITICIAN
51905	COMPOSER
1718776	BIOLOGIST
1644780	POLITICIAN
70646	POLITICIAN
65444	MUSICIAN
878666	BASKETBALL PLAYER
349523	PHYSICIAN
292471	COMPOSER
19760658	POLITICIAN
1955189	SOCCER PLAYER
6616343	SOCCER PLAYER
21476709	RELIGIOUS FIGURE
9428	WRITER
11646	ECONOMIST
895690	ACTOR
1925768	POLITICIAN
64314	WRITER
191497	RELIGIOUS FIGURE
3434143	COMPUTER SCIENTIST
4292924	POLITICIAN
211584	POLITICIAN
1186999	PAINTER
9288	SINGER
63093	PAINTER
63092	ECONOMIST
3052601	POLITICIAN
22835550	ACTOR
762156	MUSICIAN
156198	FILM DIRECTOR
37256	POLITICIAN
63321	ACTOR
731015	POLITICIAN
142615	PHILOSOPHER
21701935	NOBLEMAN
335230	POLITICIAN
157822	FILM DIRECTOR
67955	COMPOSER
838637	PAINTER
1700669	SOCCER PLAYER
79616	WRITER
508396	ACTOR
55014	ACTOR
55016	WRITER
6654281	CELEBRITY
10209822	POLITICIAN
1927612	POLITICIAN
16294189	POLITICIAN
23808	RELIGIOUS FIGURE
23809	RELIGIOUS FIGURE
23803	RELIGIOUS FIGURE
23807	RELIGIOUS FIGURE
23804	RELIGIOUS FIGURE
23805	RELIGIOUS FIGURE
711941	SOCCER PLAYER
308126	PHILOSOPHER
7277038	POLITICIAN
25408	POLITICIAN
504030	DIPLOMAT
922588	CHEMIST
18689844	POLITICIAN
75876	CHEMIST
3223944	MILITARY PERSONNEL
1057	WRITER
26265	ACTOR
21131695	POLITICIAN
57327	MATHEMATICIAN
57322	POLITICIAN
158287	MUSICIAN
4980	MILITARY PERSONNEL
2151	POLITICIAN
435986	WRESTLER
14068	PAINTER
14067	PAINTER
3246	RELIGIOUS FIGURE
102994	ACTOR
70756	BUSINESSPERSON
2546319	ACTOR
38772	FILM DIRECTOR
38773	FILM DIRECTOR
1358947	PAINTER
8929079	TENNIS PLAYER
40148	POLITICIAN
11015252	POLITICIAN
147145	POLITICIAN
18188	WRITER
230197	RACING DRIVER
89728	POLITICIAN
7499245	WRITER
1739066	MODEL
225502	ACTOR
154437	SINGER
171297	PHILOSOPHER
258669	POLITICIAN
315831	POLITICIAN
176791	WRITER
30387	WRITER
2050441	SOCCER PLAYER
8332209	POLITICIAN
526155	SOCCER PLAYER
88183	PHYSICIST
4163	MATHEMATICIAN
154224	ACTOR
159213	ACTOR
784152	TENNIS PLAYER
20865738	BASKETBALL PLAYER
329833	COACH
19639	COMPUTER SCIENTIST
240197	PHYSICIAN
558490	MUSICIAN
396482	PHYSICIST
101407	ACTOR
45185	FILM DIRECTOR
20604	POLITICIAN
619989	BIOLOGIST
45188	ACTOR
456707	POLITICIAN
23860776	POLITICIAN
619670	SOCIAL ACTIVIST
7362	POLITICIAN
255195	EXTREMIST
5154385	SOCCER PLAYER
59172	RELIGIOUS FIGURE
860216	ACTOR
191803	PHYSICIST
15942	MATHEMATICIAN
15941	PHILOSOPHER
34128	PSYCHOLOGIST
6858503	SOCCER PLAYER
7576966	MATHEMATICIAN
1275236	SOCCER PLAYER
169143	ACTOR
1809256	SOCCER PLAYER
24480974	SOCIAL ACTIVIST
935893	PAINTER
258685	SKATER
1432150	PHYSICIAN
538422	ACTOR
28789502	SOCCER PLAYER
8663	PHYSICIST
17897	ARCHITECT
1011185	ARCHITECT
393796	POLITICIAN
393791	POLITICIAN
89446	ACTOR
421116	SOCIOLOGIST
577665	PHYSICIST
377337	PORNOGRAPHIC ACTOR
8081	INVENTOR
8083	SINGER
296018	POLITICIAN
2088693	CYCLIST
1102423	SOCIAL ACTIVIST
1553905	PAINTER
19729624	POLITICIAN
10219069	WRITER
47446651	SINGER
56251	POLITICIAN
93943	POLITICIAN
6151067	WRITER
5340721	SINGER
16300	POLITICIAN
24102615	POLITICIAN
16307	PAINTER
158252	WRITER
61866	PHYSICIST
2397	ACTOR
60192	MUSICIAN
2391	BUSINESSPERSON
11895475	SOCCER PLAYER
21210	PHYSICIST
19444571	SOCCER PLAYER
305673	DIPLOMAT
3002912	SOCCER PLAYER
346733	TENNIS PLAYER
15641	POLITICIAN
43616	COMPANION
199617	COMPOSER
723126	ACTOR
68065	ACTOR
45222	MUSICIAN
60730	WRITER
53336	RELIGIOUS FIGURE
36917	RACING DRIVER
53339	RELIGIOUS FIGURE
291939	PAINTER
168371	POLITICIAN
58349	POLITICIAN
5806040	ACTOR
303534	WRITER
9362881	POLITICIAN
68685	SOCCER PLAYER
479380	SINGER
24626957	PHYSICIST
48701	PUBLIC WORKER
79796	COMPANION
9294112	ATHLETE
144123	MUSICIAN
145837	BIOLOGIST
50012	POLITICIAN
537020	WRITER
496675	FILM DIRECTOR
6663	ASTRONOMER
1001231	SOCCER PLAYER
1543952	SINGER
430172	RELIGIOUS FIGURE
1016842	PAINTER
1151022	CHEMIST
24650	RELIGIOUS FIGURE
151257	POLITICIAN
38953	FILM DIRECTOR
165217	POLITICIAN
21345555	SINGER
1505548	BIOLOGIST
4552	RELIGIOUS FIGURE
10510	MUSICIAN
4551	POLITICIAN
579872	COMPANION
21628	ASTRONOMER
140718	POLITICIAN
140716	POLITICIAN
146714	BOXER
146712	POLITICIAN
900383	CHEMIST
2186951	SINGER
481604	PHILOSOPHER
593083	PHILOSOPHER
573451	POLITICIAN
613741	POLITICIAN
84199	RELIGIOUS FIGURE
346473	MUSICIAN
159784	POLITICIAN
40486	RACING DRIVER
18023	ARCHAEOLOGIST
856852	MUSICIAN
1648431	SOCCER PLAYER
524981	PHYSICIST
31460	ACTOR
31468	ECONOMIST
434668	INVENTOR
11307	WRITER
155033	BUSINESSPERSON
647260	RACING DRIVER
9300225	SOCCER PLAYER
155035	COMPOSER
155038	WRITER
647268	RACING DRIVER
213668	POLITICIAN
144829	ACTOR
19389318	PHYSICIAN
8457942	OCCULTIST
1550535	TENNIS PLAYER
29636499	WRITER
18166530	POLITICIAN
527989	SINGER
276370	PHYSICIAN
18301533	SWIMMER
1554192	SOCCER PLAYER
16547	POLITICIAN
16545	GEOGRAPHER
161968	POLITICIAN
1043968	BIOLOGIST
154780	POLITICIAN
177771	ACTOR
69489	NOBLEMAN
1172619	NOBLEMAN
832632	PHYSICIAN
16894	SINGER
396568	PHYSICIST
16899	BASKETBALL PLAYER
396566	PHYSICIST
19848	PHYSICIST
1302425	SOCCER PLAYER
2204898	SOCCER PLAYER
240523	PAINTER
4426495	SWIMMER
15977102	TENNIS PLAYER
158664	MARTIAL ARTS
244600	POLITICIAN
13219	FILM DIRECTOR
837911	SOCCER PLAYER
45396	ACTOR
45397	ANTHROPOLOGIST
168171	WRITER
254781	MUSICIAN
495650	SOCCER PLAYER
290532	PHYSICIAN
1599311	ACTOR
164120	ACTOR
8783	WRITER
8786	SINGER
9820	WRITER
365352	ACTOR
541725	SINGER
541724	SINGER
242031	POLITICIAN
318744	COMPOSER
10780405	POLITICIAN
165453	ARCHITECT
32428	FILM DIRECTOR
32429	POLITICIAN
2085125	COACH
3567801	SOCCER PLAYER
92931	POLITICIAN
4196525	WRITER
386023	DIPLOMAT
1841727	RACING DRIVER
222469	TENNIS PLAYER
151903	SOCCER PLAYER
3626383	PHYSICIST
357440	POLITICIAN
2883114	PAINTER
150056	SINGER
37464286	PHILOSOPHER
1284870	PHILOSOPHER
349496	WRITER
579097	MUSICIAN
345491	ACTOR
2857798	SOCIAL ACTIVIST
499968	WRITER
1742669	COACH
20540	COMPANION
