ch_id,City,OtherName,Country,Latitude,Longitude,Certainty,n_obs
898,Mayapan,"Màayapáan, Mayapán",Mexico,20.978497,-89.593372,2,2
899,Maykop,Maikop,Russian Federation,44.6,40.08333,1,1
900,M'banza-Congo,"M'banza-Kongo, Sao Salvador",Angola,-6.267778,14.248056,2,2
901,Mecca,,Saudi Arabia,21.42667,39.82611,1,18
902,Mechelen,,Belgium,51.02574,4.47762,1,1
903,Meckenbeuren ,Schwerin,Germany,53.62937,11.41316,1,1
904,Medan,,Indonesia,3.5833,98.6667,1,2
905,Medellin,Medellín,Colombia,6.25184,-75.56359,1,3
906,Medina,Madinah ,Saudi Arabia,24.4609,39.620189,1,7
907,Medina del Campo,,Spain,41.31239,-4.91413,1,6
908,Meerut,,India,28.97155,77.71934,1,5
909,Meihsien,,China,24.297687,116.107241,3,1
910,Meknes,"Takrart, Mequinez, Miknas, Meknès ",Morocco,33.89352,-5.54727,1,14
911,Melbourne,,Australia,-37.814,144.96332,1,11
912,Memphis,,Egypt,29.844722,31.250833,2,5
913,Memphis,,United States of America,35.149703,-90.048529,1,2
914,Mendoza,,Argentina,-32.89084,-68.82717,1,1
915,Mengo,hill/area in Kampala,Uganda,0.346667,32.605556,3,3
916,Merida,Tiho,Mexico,20.979719,-89.615789,1,12
917,Merida,Emerita,Spain,38.91611,-6.34366,1,3
918,Merthyr Tydfil,,United Kingdom,51.748731,-3.381647,1,3
919,Merv,Merw,Turkmenistan,37.6628,62.1925,1,3
920,Messina,,Italy,38.19327,15.54969,1,36
921,Metz,,France,49.11911,6.17269,1,23
922,Mexico City,Tenochtitlan,Mexico,19.42847,-99.12766,1,27
923,Mhow,Dr Ambedkar Nagar,India,22.552437,75.756527,3,1
924,Miami,,United States of America,25.77427,-80.19366,1,2
925,Michurinsk,Kozlov,Russian Federation,52.883333,40.483333,2,1
926,Middelburg,,Netherlands,51.5,3.61389,1,8
927,Middlesbrough,,United Kingdom,54.57623,-1.23483,1,3
928,Midnapore,Midnapur,India,22.42087,87.326088,2,1
929,Milan,,Italy,45.465453,9.198786,1,44
930,Miletus,,Turkey,37.530278,27.278333,2,1
931,Milwaukee,Wisconsin,United States of America,43.0389,-87.90647,1,4
932,Minneapolis,Minnesota,United States of America,39.12194,-93.265011,1,5
933,Minsk,,Belarus,53.9,27.56667,1,3
934,Mirzapur,,India,24.10287,82.564433,3,6
935,Miskolc,Miskole,Hungary,48.104167,20.791667,1,1
936,Mobile,Alabama,United States of America,30.69436,-88.04305,1,1
937,Modakeke,,Nigeria,7.38333,4.26667,3,1
938,Mogilev,,Belarus,53.899999,30.333328,1,1
939,Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,1,1
940,Monastir,,Turkey,41.038155,21.343003,3,1
941,Mondovi,,Italy,44.39603,7.81764,1,9
942,Montauban,,France,44.01667,1.35,1,6
943,Monte Alban,Monte Albán,Mexico,17.043989,-96.767467,2,1
944,Monterrey,Monterey,Mexico,25.6667,-100.3,1,3
945,Montevideo,,Uraguay,-34.817311,-56.158866,1,4
946,Montlucon,Montluçon ,France,46.33333,2.6,2,1
947,Montpellier,,France,43.61092,3.87723,1,20
948,Montreal,Montréal,Canada,45.50884,-73.58781,1,8
949,Monza,,Italy,45.58248,9.27485,1,1
950,Moradabad,,India,28.83893,78.77684,1,4
951,Morelia,,Mexico,19.768333,-101.189444,2,1
952,Morioka,,Japan,39.702053,141.154484,1,1
953,Moscow,,Russian Federation,55.75222,37.61556,1,30
954,Mosul,Ak Mawsil,Iraq,36.335,43.11889,1,11
955,Motherwell,,United Kingdom,55.78924,-3.99187,1,1
956,Muhlhausen,,Germany,51.20896,10.45275,1,1
957,Mulhausen,,France,47.750839,7.335888,1,1
958,Multan,,Pakistan,30.19556,71.47528,1,10
959,Mumbai,Bombay,India,19.07283,72.88261,1,23
960,Munger,"Mudgagiri, Monghyr",India,25.37262,86.490321,1,6
961,Munich,,Germany,48.136739,11.576756,1,20
962,Munster,Münster ,Germany,51.9667,7.6333,3,1
963,Murcia,,Spain,37.98704,-1.13004,1,15
964,Murshidabad,,India,24.1839,88.27171,3,11
965,Muscat,,Oman,23.61387,58.5922,1,5
966,Musumba,,Democratic Republic of the Congo,-8.559167,22.6825,2,1
967,Muzaffarpur,Mizaffarpur,India,26.120888,85.36472,1,1
968,Mycenae,,Greece,37.73038721,22.75788116,1,1
969,Mykolayiv ,"Nikolayev, Nikolayev",Ukraine,46.975033,31.994583,3,1
970,Mysore,,India,12.29791,76.63925,1,5
971,Nadiya,,India,23.501389,73.960963,3,2
972,Nagano,,Japan,36.651299,138.180956,1,1
973,Nagapattinam,"Negapatam, Choromandel",India,10.768802,79.839427,3,4
974,Nagara,"Bednur, Bidanur",India,13.824,75.034,3,6
975,Nagasaki,,Japan,32.752558,129.878192,1,13
976,Nagoya,,Japan,35.181447,136.906397,1,18
977,Nagpur,,India,21.15,79.1,2,11
978,Nairobi,,Kenya,-1.28333,36.81667,1,1
979,Nam Dinh,,Vietnam,20.42,106.168333,1,1
980,Namangan,,Uzbekistan,40.9983,71.67257,1,1
981,Namur,,Belgium,50.4669,4.86746,1,1
982,Nanchang,,China,28.68333,115.88333,1,16
983,Nancy,,France,48.68439,6.18496,1,12
984,Nanhai,"Foshan, Fatshan",China,23.016667,113.116667,1,10
985,Nanjing,Nanking,China,32.05,118.766667,1,38
986,Nanning,,China,22.81667,108.31667,1,7
987,Nantes,,France,47.21725,-1.55336,1,15
988,Nantong,Nantung,China,31.980175,120.894339,1,1
989,Naples,,Italy,40.851775,14.268122,1,38
990,Nara City,,Japan,34.685333,135.832742,1,5
991,Narbonne,,France,43.18333,3,1,6
992,Nashville,Tennessee,United States of America,36.166667,-86.783333,1,3
993,Nellore,,India,14.45363,79.98674,1,1
994,New Bedford,Massachusetts,United States of America,41.63622,-70.9342,1,1
995,New Haven,Connecticut,United States of America,41.308274,-72.927884,1,2
996,New Orleans,Louisiana,United States of America,29.95465,-90.07507,1,8
997,New York,New York,United States of America,40.714353,-74.005972,1,12
998,Newburgh,New York,United States of America,41.519722, -74.021389,2,1
999,Newcastle,,Australia,-32.92715,151.77647,1,1
1000,Newcastle upon Tyne,,United Kingdom,54.978253,-1.617781,2,16
1001,Newport,,Wales,51.582336,-2.969647,1,1
1002,Nezhyn,Nezhin,Ukraine,51.038056,31.886111,1,1
1003,Ngornu,Angornu,Nigeria,12.714444,13.702778,3,2
1004,Nice,,France,43.70313,7.26608,1,2
1005,Nicosia,,Cyprus,35.16667,33.36667,1,8
1006,Niigata,,Japan,37.902552,139.023095,1,2
1007,Nijmegen,Nimeguen,Netherlands,51.812563,5.837233,1,1
1008,Nimes,Nîmes ,France,43.83333,4.35,1,16
1009,Nimrud,Calah,Iraq,36.09813154,43.32875612,1,2
1010,Nineveh,,Iraq,36.359444,43.152778,2,1
1011,Ningbo,"Yinhsien, Ningpo",China,29.866667,121.55,2,18
1012,Nippur,,Iraq,32.12693858,45.23078534,1,1
1013,Nis,Nish,Serbia,43.319381,21.896328,1,3
1014,Nishapur,,Iran,36.213333,58.795833,1,11
1015,Nizhniy Novgorod,"Nishny Novgorod, Gorkiy",Russian Federation,56.3269,44.0075,1,14
1016,Nizhniy Tagil,Nizhny-Tagil,Russian Federation,57.916667,59.966667,1,2
1017,Nkazargamu,"Gasreggomo, Birni, Kazargamu",Nigeria,13.047222,12.227778,3,7
1018,Norfolk,Virginia,United States of America,36.84681,-76.28522,1,3
1019,Norrkoping,Norrköping ,Sweden,58.59419,16.1826,1,1
1020,Northampton,,United Kingdom,52.150592,-0.896028,2,1
1021,Norwich,,United Kingdom,52.62783,1.29834,1,16
1022,Nottingham,,United Kingdom,52.9536,-1.15047,1,11
1023,Novgorod,,Russian Federation,58.525569,31.274192,1,13
1024,Novocherkassk ,Novocherkask,Russian Federation,47.416667,40.083333,1,1
1025,Novokuznetsk,Stalinsk,Russian Federation,53.7557,87.1099,1,2
1026,Novosibirsk,,Russian Federation,55.0415,82.9346,1,2
1027,Nurnberg,"Nürnberg, Nuremberg",Germany,49.452031,11.07675,1,23
1028,Nyiregyhaza,Nyíregyháza ,Hungary,47.95539,21.71671,1,1
1029,Oaklahoma City,Oaklahoma,United States of America,35.46756,-97.516428,1,2
1030,Oaxaca,,Mexico,17.07108,-96.71914,1,9
1031,Odense,,Denmark,55.39594,10.38831,1,1
1032,Odessa,Odesa,Russian Federation,46.47747,30.73262,1,8
1033,Ogbomosho,,Nigeria,8.133333,4.25,1,4
1034,Ohrid,Ochrida,Bulgaria,43.454967,23.380704,3,4
1035,Okayama,,Japan,34.661753,133.916667,1,12
1036,Olbia,,Italy,40.9167,9.5,2,1
1037,Oldham,,United Kingdom,53.54051,-2.1183,1,4
1038,Omaha,Nebraska,United States of America,41.252363,-95.997988,1,4
1039,Omdurman,,Sudan,15.64453,32.47773,1,1
1040,Omsk,,Russian Federation,54.99244,73.36859,3,3
1041,Opole,Oppeln,Poland,50.675107,17.921298,2,1
1042,Oporto,Porto,Portugal,41.167972,-8.627064,1,14
1043,Oradea,Nagyvarad,Romania,47.072222,21.921111,1,1
1044,Oran,,Algeria,35.69111,-0.64167,1,7
1045,Orel,,Russian Federation,52.96508,36.0785,1,5
1046,Orenburg,Chkalov,Russian Federation,51.7727,55.0988,1,2
1047,Orlando,Florida,United States of America,28.53834,-81.37924,1,1
1048,Orleans,Orléans,France,47.902964,1.90925,1,22
1049,Oruro,,Bolivia,-17.98333,-67.15,1,7
1050,Osaka ,,Japan,34.693216,135.502082,1,16
1051,Osh,,Kyrgyzstan,40.51506,72.80826,1,1
1052,Oshogbo,,Nigeria,7.765845,4.561471,1,1
1053,Oslo,Christiania,Norway,59.913869,10.752245,1,4
1054,Osnabruck,Osnabrück ,Germany,52.27264,8.0498,1,1
1055,Ostend,Oostende,Belgium,51.216667,2.9,1,1
1056,Ostia,,Italy,41.75551909,12.28966708,1,1
1057,Ostrava,Ostrau,Czech Republic,49.835556,18.2925,1,3
1058,Otaru,,Japan,43.18944,141.00222,1,1
1059,Otsu,,Japan,35.017893,135.854607,1,1
1060,Ottawa,,Canada,45.41117,-75.69812,1,3
1061,Oualata,"Walata, Biru",Mauritania,17.3,-7.025,2,3
1062,Oudong,"Udong, Odong",Cambodia,11.819431,104.742897,1,2
1063,Ougadougou,Wagadugu,Burkina Faso,12.364636,-1.533864,1,1
1064,Ouro Preto,Vila Rica,Brazil,-20.39484,-43.50517,1,5
1065,Oxford,,United Kingdom,51.752021,-1.257726,1,1
1066,Oxyrhyncus,,Egypt,28.53558797,30.65990829,2,1
1067,Oyo,Katunga,Nigeria,7.85,3.93333,1,15
1068,Pachacamac,,Peru,-12.188786,-76.849033,2,1
1069,Pachuca,,Mexico,20.097613,-98.709579,1,1
1070,Padang,Pandang,Indonesia,-0.94924,100.35427,2,1
1071,Padua,,Italy,45.406436,11.876761,1,25
1072,Paisley,,United Kingdom,55.83173,-4.43254,1,7
1073,Paithan,Prati??h?na,India,19.47506,75.38558,3,1
1074,Palembang,,Indonesia,-2.91673,104.7458,1,8
1075,Palermo,,Italy,38.115689,13.361267,1,35
1076,Palghat,Palakkad,India,10.78673,76.654793,1,1
1077,Palma,,Spain,39.56939,2.65024,1,16
1078,Panama City,,Panama,8.994297,-79.518852,1,1
1079,Pandua,,India,23.07492,88.28637,3,1
1080,Paramaribo,,Suriname,5.86638,-55.16682,1,1
1081,Parana,Paraná ,Argentina,-31.73197,-60.5238,1,1
1082,Paris,,France,48.856614,2.352222,1,43
1083,Parma,,Italy,44.80266,10.32898,1,14
1084,Patan,Anhilvada,India,23.8507,72.12963,1,14
1085,Patan,,Nepal,27.666667,85.316667,1,2
1086,Paterson,New Jersey,United States of America,40.91677,-74.17181,1,1
1087,Patiala,,India,30.32715,76.40266,1,1
1088,Patna,,India,25.610533,85.14145,1,19
1089,Patras,,Greece,38.24664,21.734574,1,2
1090,Patzcuaro,,Mexico,19.51931,-101.6097,1,2
1091,Pau,,France,43.3,0.37,2,1
1092,Pavia,,Italy,45.18446,9.16145,1,17
1093,Pecs,Pécs ,Hungary,46.08333,18.23333,1,1
1094,Pegu,Bago,Myanmar,17.333333,96.483333,1,8
1095,Pekalongan,,Indonesia,-6.8886,109.6753,1,1
1096,Penang Serai,,Malaysia,5.263234,100.484623,3,2
1097,Penglai,Tengchow,China,37.8086111,120.7508333,2,2
1098,Penza,,Russian Federation,53.20066,45.00464,3,2
1099,Pergamum,,Turkey,39.13225127,27.1836318,1,2
1100,Perm,,Russian Federation,58.013889,56.248889,1,3
1101,Perspolis,,Iran,29.93448748,52.89096558,1,1
1102,Perth,,Australia,-31.95224,115.8614,1,2
1103,Perth,,United Kingdom,56.394994,-3.430839,1,1
1104,Peshawar,"Purusapura, Pushkalavati",Pakistan,34.008,71.57849,1,5
1105,Peterborough,,United Kingdom,52.583333,-0.25,2,1
1106,Petra,,Jordan,30.325172,35.442581,1,1
1107,Petrovaradin,Peterwardein,Serbia,45.25,19.866667,1,1
1108,Pforzheim,,Germany,48.88436,8.69892,1,1
1109,Philadelphia,Pennsylvania,United States of America,39.95,-75.1667,1,12
1110,Phnom Penh,,Cambodia,11.56245,104.91601,1,4
1111,Phoenix,Arizona,United States of America,33.44838,-112.074143,1,2
1112,Piacenza,Fiacenza,Italy,45.04676,9.69937,1,16
1113,Pilibhit,,India,28.63098,79.80338,1,2
1114,Piotrkow,,Poland,51.405172,19.703024,3,1
1115,Pirmasens,,Germany,49.20145,7.60529,1,1
1116,Pisa,,Italy,43.71553,10.39659,1,14
1117,Pittsburgh,Pennsylvania,United States of America,40.44062,-79.99589,1,9
1118,Pliska,Aboba,Bulgaria,43.362531,27.125539,1,1
1119,Ploiesti ,Ploesti,Romania,44.94,26.03,1,1
1120,Plovdiv,Philippopolis,Bulgaria,42.15,24.75,1,14
1121,Plymouth,,United Kingdom,50.375456,-4.14305,1,13
1122,Plzen ,Pilsen,Czech Republic,49.738425,13.37362,3,1
1123,Pochow,,China,33.8772222,115.7702778,3,6
1124,Poitiers,,France,46.58333,0.33333,1,12
1125,Polonnaruwa,,Sri Lanka,7.93965,81.00274,1,3
1126,Poltava,,Ukraine,49.59373,34.54073,1,1
1127,Pondicherry,,India,11.91386,79.814472,1,9
1128,Porbandar,,India,21.64219,69.60929,1,1
1129,Port Louis,,Mauritius,-20.16194,57.504104,1,5
1130,Port Said,,Egypt,31.25654,32.28412,1,2
1131,Port-au-Prince,,Haiti,18.53917,-72.335,1,2
1132,Portland,Maine,United States of America,43.661471,-70.25532,1,1
1133,Portland,Oregon,United States of America,45.523062,-122.676482,1,4
1134,Porto Alegre,Pôrto Alegre,Brazil,-30.03306,-51.23,1,4
1135,Port-of-Spain,,Trinidad and Tobago,10.661702,-61.519442,1,1
1136,Portsmouth,,United Kingdom,50.816661,-1.083383,1,8
1137,Potosi,Potosí ,Bolivia,-19.58361,-65.75306,1,14
1138,Potsdam,,Germany,52.39886,13.06566,1,7
1139,Poznan,Posen,Poland,52.40692,16.92993,1,14
1140,Prague,,Austria,50.08804,14.42076,1,29
1141,Prambanan,temple in Indonesia,Indonesia,-7.752022,110.491369,2,1
1142,Preslav,,Bulgaria,43.164542,26.817967,1,3
1143,Preston,,United Kingdom,53.76667,-2.71667,1,5
1144,Pretoria,,South Africa,-25.74486,28.18783,1,2
1145,Prizren,Frizren,Serbia,42.21389,20.73972,1,9
1146,Prokopyevsk,Prokopievsk,Russian Federation,53.883137,86.715772,2,1
1147,Providence,Rhode Island,United States of America,41.823989,-71.412833,1,6
1148,Provins,,France,48.55,3.3,1,4
1149,Przemysl,,Poland,49.78498,22.76728,1,1
1150,Pskov,,Russian Federation,57.8136,28.3496,1,8
1151,Puebla, Puebla de Zaragoza,Mexico,19.0514,-98.2178,1,16
1152,Pula,Pola,Croatia,44.866667,13.85,2,1
1153,Pundravardhana,,India,25.5,81.5,2,1
1154,Pune,Poona,India,18.52043,73.856744,1,13
1155,Puri,Jagganath,India,19.810556,85.831389,2,6
1156,Purnia,Purneah,India,25.78,87.47,2,1
1157,Pyay,"Sri Ksetra, Prome",Myanmar,18.82151,95.221029,3,2
1158,Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,1,14
1159,Qazvin,Kazvin,Iran,36.26877,50.0041,1,15
1160,Qingdao,Tsingtao,China,36.067082,120.38264,3,2
1161,Qiqihar,Tsitsihar,China,47.354348,123.918186,1,2
1162,Qom,,Iran,34.6401,50.8764,1,2
1163,Quebec ,,Canada,46.81228,-71.21454,1,9
1164,Quilon,,India,8.88,76.6,3,13
1165,Quito,,Ecuador,-0.22985,-78.52495,1,18
1166,Qum,"Kum, Qom, Com",Iran,34.64,50.876389,2,4
1167,Rabat,,Morocco,34.01325,-6.83255,1,16
1168,Rabba,,Nigeria,9.2,5.033333,3,3
1169,Radom,,Poland,51.40253,21.14714,1,1
1170,Raichur,,India,16.2047,77.354,1,1
1171,Raipur,,India,21.14,81.38,2,1
1172,Rajahmundry,,India,17.00517,81.77784,1,4
1173,Rajkot,,India,22.29161,70.79322,1,1
1174,Rajmahal,,India,25.05303,87.83048,3,4
1175,Rampur,,India,28.789304,79.024952,1,6
1176,Rangpur,,India,25.74664,89.25166,1,3
1177,Ratlam,,India,23.33033,75.04032,1,1
1178,Ravenna,,Italy,44.4175,12.20111,1,1
1179,Rawalpindi,,Pakistan,33.6007,73.0679,1,3
1180,Rawtenstall,,United Kingdom,53.70076,-2.28442,1,1
1181,Rayy,"Rey, Ray",Iran,35.5833,51.4333,2,6
1182,Reading,,United Kingdom,51.45625,-0.97113,1,1
1183,Reading,Pennsylvania,United States of America,40.335647,-75.926875,1,1
1184,Real de Catorce,,Mexico,23.689397,-100.885547,2,1
1185,Recife,Pernambuco,Brazil,-8.05389,-34.88111,1,13
1186,Regensburg,Ratisbon,Germany,49.015,12.09556,1,10
1187,Reggio di Calabria,,Italy,38.1113,15.647292,2,4
1188,Reims,Rheims,France,49.25,4.03333,1,20
1189,Remscheid,,Germany,51.17983,7.1925,1,1
1190,Rennes,,France,48.11198,-1.67429,1,12
1191,Rhodes,,Greece,36.4333,28.2167,2,1
1192,Rhondda,,Wales,51.65896,-3.44885,1,4
1193,Richmond,Virgina,United States of America,37.5333,77.4667,3,3
1194,Riga,,Russian Federation,56.946,24.10589,1,12
1195,Rio de Janeiro,,Brazil,-22.90278,-43.2075,1,15
1196,Riobamba,,Ecuador,-1.67083,-78.64861,1,7
1197,Roanne,,France,46.03333,4.06667,1,1
1198,Rochdale,,United Kingdom,53.61766,-2.1552,1,1
1199,Rochefort,,Belgium,50.1631,5.2216,1,1
1200,Rochester,,United Kingdom,51.386067,0.487261,1,1
1201,Rochester,New York,United States of America,43.161031,-77.610922,1,4
1202,Rockford,Illinois,United States of America,42.259444,-89.064444,3,1
1203,Rome,,Italy,41.89474,12.4839,1,36
1204,Rosario,,Argentina,-32.94682,-60.63932,1,4
1205,Roskilde,,Denmark,55.64152,12.08035,1,6
1206,Rostock,,Germany,54.0887,12.14049,1,1
1207,Rostov-on-Don,Rostov,Russian Federation,47.2333,39.41394,1,4
1208,Rotherham,,United Kingdom,53.43012,-1.35678,1,1
1209,Rotterdam,,Netherlands,51.9225,4.47917,1,16
1210,Roubaix,Roubaix-Tourcoing,France,50.692706,3.177847,2,5
1211,Rouen,,France,49.44313,1.09932,1,30
1212,Ruhr,,Germany,51.407415,6.862626,1,6
1213,Ruse,Rustchuk,Bulgaria,43.835572,25.965656,2,7
1214,Ryazan,,Russian Federation,54.609542,39.712586,1,1
1215,Saarbrucken,Saarbrücken ,Germany,49.2354,6.98165,1,2
1216,Sacramento,,United States of America,38.581487,-121.494237,1,2
1217,Sagar,Saugor,India,23.83,78.71,2,1
1218,Saginaw,Michigan,United States of America,43.41947,-83.950807,3,1
1219,Saharanpur,,India,29.9679,77.54522,1,1
1220,Saint Petersburg,Leningrad,Russian Federation,59.89444,30.26417,1,12
1221,Saint-Malo,,France,48.649336,-2.025675,1,8
1222,Saint-Omer,,France,50.750114,2.252208,1,8
1223,Saint-Quentin,,France,49.847066,3.2874,1,1
1224,Sais,Sa el-Hagar ,Egypt,30.96485438,30.76872699,1,1
1225,Sakai,Fukui,Japan,34.573333,135.483056,1,5
1226,Salamanca,,Spain,40.970103,-5.663539,1,7
1227,Salem,,India,11.664325,78.146014,1,1
1228,Salem,Massachusetts,United States of America,42.519539,-70.896717,1,1
1229,Salerno,,Italy,40.67797,14.76599,1,9
1230,Salt Lake City,Utah,United States of America,40.76078,-111.89105,1,3
1231,Salvador,"Sao Salvador, Bahia",Brazil,-12.97111,-38.51083,1,16
1232,Salzburg,,Austria,47.79941,13.04399,1,1
1233,Samara,Kuibyshev,Russian Federation,53.2028,50.1408,3,2
1234,Samaria,"Shomron, Šomron ",Palestine,32.2761695611 ,35.19040505,1,1
1235,Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,1,23
1236,Samarra, Samarra' ,Iraq,34.198333,43.874167,2,4
1237,Sambhal,,India,28.58323,78.56689,3,1
1238,San Antonio,Texas,United States of America,29.424122,-98.493628,1,3
1239,San Bernardino,California,United States of America,34.1,-117.3,3,1
1240,San Diego,California,United States of America,32.715328,-117.157256,1,2
1241,San Francisco,California,United States of America,37.77493,-122.419416,1,7
1242,San Juan,,Puerto Rico,18.45,-66.0667,1,3
1243,San Luis Potosi,San Luis Potosí  ,Mexico,22.14993,-100.9828,1,4
1244,San Salvador,,El Salvador,13.706899,-89.202258,1,2
1245,San Sebastian,,Spain,43.31283,-1.97499,1,1
1246,Sana'a ,Sanaa,Yemen,15.35472,44.20667,1,9
1247,Sankt Gallen,,Switzerland,47.424482,9.376717,1,1
1248,Santa Cruz,,Spain,28.466667,-16.25,3,1
1249,Santa Fe,,Argentina,-31.610658,-60.697294,1,1
1250,Santander,,Spain,43.46472,-3.80444,1,1
1251,Santiago,,Chile,-33.45,-70.666667,1,13
1252,Santiago de Cuba,,Cuba,20.019833,-75.813917,1,1
1253,Santiago de Queretaro,"Santiago de Querétaro, Queretaro",Mexico,20.588792,-100.389889,2,5
1254,Santiago Tilantongo,Tilantongo,Mexico,17.25,-97.283333,2,2
1255,Santo Domingo,,Dominican Republic,18.466667,-69.95,1,1
1256,Santos,,Brazil,-23.96083,-46.33361,1,1
1257,Sao Luis,"Maranhao, São Luís ",Brazil,-2.5283,-44.3044,3,1
1258,Sao Paolo,São Paulo,Brazil,-23.5475,-46.63611,1,5
1259,Sapporo,,Japan,43.06417,141.34694,1,3
1260,Saptagram,Satgaon,India,22.9667,88.3833,3,2
1261,Sarai,Serai,Russian Federation,53.74577,41.02126,1,5
1262,Sarajevo,"Bosna-Serai, Serajevo",Bosnia and Herzegovina,43.84864,18.35644,1,7
1263,Saratov,,Russian Federation,51.54056,46.00861,1,9
1264,Sardis,Sardes,Turkey,38.48226723,28.04759086,1,1
1265,Sasebo,,Japan,33.15917,129.72278,1,1
1266,Sassari,,Italy,40.72722,8.56028,1,1
1267,Satara,,India,17.68589,73.99333,1,1
1268,Savannah,Georgia,United States of America,32.08354,-81.09983,1,1
1269,Schenectady,New York,United States of America,42.81424,-73.93957,1,1
1270,Scranton,Pennsylvania,United States of America,41.40897,-75.66241,1,3
1271,Seattle,Washington,United States of America,47.60621,-122.33207,1,4
1272,Segou ,"Segu, Ségou ",Mali,13.440597,-6.265319,1,5
1273,Segovia,,Spain,40.943564,-4.113003,1,6
1274,Seleucia,,Iraq,33.094444,44.522222,2,2
1275,Semarang,,Indonesia,-6.9932,110.4203,1,8
1276,Sendai,,Japan,38.266667,140.866667,1,10
1277,Sennar,,Sudan,13.567469,33.567203,1,4
1278,Seoul,Hanyang,Republic of Korea,37.56826,126.97783,1,20
1279,Serres,"Serrai, Seres",Greece,41.090922,23.541319,1,8
1280,Sevastopol,,Russian Federation,44.58883,33.5224,1,4
1281,Seville,,Spain,37.388097,-5.982331,1,31
1282,Shahjahanpur,,India,27.88142,79.9109,3,4
1283,Shanghai,,China,31.22222,121.45806,1,18
1284,Shangrao,"Hsinchow, Shangjao",China,28.441944,117.963333,2,1
1285,Shaoxing ,Shaohing,China,30,120.583333,1,6
1286,Sheffield,,United Kingdom,53.381128,-1.470086,1,14
1287,Shenyang,"Fengtien, Mukden",China,41.79222,123.43278,1,11
1288,s'Hertogenbosch,Bois-le-Duc,Netherlands,51.697819,5.303667,1,7
1289,Shijiazhuang,,China,38.042308,114.514861,1,1
1290,Shikarpur,,Pakistan,27.95,68.65,2,1
1291,Shimonoseki,,Japan,33.95,130.95,1,2
1292,Shiraz,,Iran,29.61031,52.53114,1,17
1293,Shizuoka,Sumpu,Japan,34.97712,138.383084,2,5
1294,Shkoder,"Shkodra, Scutari",Albania,42.0743,19.527661,1,7
1295,Shuangcheng,Shuangchengpu,China,45.395992,126.293015,3,1
1296,Shumen,Shumla,Bulgaria,43.276667,26.929167,3,4
1297,Sialkot,,Pakistan,32.5101,74.54313,1,1
1298,Sidjilmasa,Sijilmessa,Morocco,31.28,-4.28,2,2
1299,Sidon,,Lebanon,33.55993,35.37564,1,1
1300,Siena,,Italy,43.32004,11.33283,1,14
1301,Silistra ,Silistria,Bulgaria,44.114728,27.267189,1,7
1302,Simferopol,,Crimea,44.952117,34.102417,1,1
1303,Singapore,,Singapore,1.28967,103.85007,1,5
1304,Sioux City,Iowa,United States of America,42.49999,-96.40031,1,1
1305,Sira,,India,13.74155,76.9043,1,4
1306,Siraf,,Iran,27.666667,52.3425,1,2
1307,Sivas,,Turkey,39.74833,37.01611,1,10
1308,Skopje,"Uskub, Skoplje",Serbia,41.99646,21.43141,1,9
1309,Smolensk,,Russian Federation,54.7818,32.0401,1,14
1310,Smyrna,Izmir,Turkey,38.41273,27.13838,1,13
1311,Soba,,Sudan,15.523889,32.680833,3,3
1312,Soest,,Germany,51.57558,8.10619,1,7
1313,Sofia,,Bulgaria,42.69751,23.32415,1,15
1314,Soissons,,France,49.38167,3.32361,1,1
1315,Sokoto,,Nigeria,13.06092,5.23902,1,2
1316,Solapur ,Sholapur,India,17.659919,75.906391,1,2
1317,Solingen,,Germany,51.17343,7.0845,1,1
1318,Soltaniyeh,"Sultaniya, Sol??n?yeh, Sol??neyyeh, Sultaniye, Sult?n?yeh, Sa‘?d?yeh, Soltania",Iran,36.434722,48.7975,1,3
1319,Somnath,,India,20.906002,70.384372,1,2
1320,Songadh,Songarh,India,22.702178,74.938414,3,1
1321,Sopron,,Hungary,47.68501,16.59049,1,1
1322,South Bend,Indiana,United States of America,41.68338,-86.25001,1,1
1323,Southampton,,United Kingdom,50.90395,-1.40428,3,2
1324,Sovetsk,Tilsit,Russian Federation,55.083333,21.883333,2,1
1325,Sparti,"Spárti, Sparta",Greece,37.08182158,22.4234456,1,2
1326,Speyer,Spires,Germany,49.320478,8.436217,2,7
1327,Spokane,Washington,United States of America,47.65966,-117.42908,1,1
1328,Springfield,Illinois,United States of America,39.783,-89.65,1,1
1329,Springfield,Massachusetts,United States of America,42.112411,-72.547455,1,3
1330,Springfield,Ohio,United States of America,39.926944,-83.804167,1,1
1331,Srimantapur ,"Serampore, Serampur, Srirampur, Srirampore, Shreerampur, Shreerampore, Shrirampur, Shrirampore, Srerampore, Serampur",India,22.75,88.34,2,1
1332,Srinagar,,India,34.08842,74.80298,1,19
1333,Srirangapatna,"Shrirangapattana, Seringapatam",India,12.417956,76.694687,3,8
1334,St. Helens,Oregon,United States of America,45.859444,-122.816944,2,1
1335,St. John,,Canada,45.273315,-66.063308,3,1
1336,St. John's,,Canada,47.56494,-52.70931,3,1
1337,St. Louis,Missouri,United States of America,38.626978,-90.199403,1,10
1338,Stavanger,,Norway,58.97005,5.73332,1,1
1339,Stavropol,,Russian Federation,45.049999,41.96667,1,1
